[2024-07-01T02:58:48.301+0000] {taskinstance.py:1979} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: upload_congress_data.get_votes_from_downloaded_bills scheduled__2024-06-30T00:00:00+00:00 [queued]>
[2024-07-01T02:58:48.312+0000] {taskinstance.py:1979} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: upload_congress_data.get_votes_from_downloaded_bills scheduled__2024-06-30T00:00:00+00:00 [queued]>
[2024-07-01T02:58:48.313+0000] {taskinstance.py:2193} INFO - Starting attempt 2 of 2
[2024-07-01T02:58:48.326+0000] {taskinstance.py:2217} INFO - Executing <Task(PythonOperator): get_votes_from_downloaded_bills> on 2024-06-30 00:00:00+00:00
[2024-07-01T02:58:48.342+0000] {standard_task_runner.py:60} INFO - Started process 507 to run task
[2024-07-01T02:58:48.354+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'upload_congress_data', 'get_votes_from_downloaded_bills', 'scheduled__2024-06-30T00:00:00+00:00', '--job-id', '33', '--raw', '--subdir', 'DAGS_FOLDER/upload_congress_data.py', '--cfg-path', '/tmp/tmpvzw_q9pg']
[2024-07-01T02:58:48.378+0000] {standard_task_runner.py:88} INFO - Job 33: Subtask get_votes_from_downloaded_bills
[2024-07-01T03:01:58.190+0000] {get_data.py:98} INFO - Opened bill HR 2719
[2024-07-01T03:01:58.191+0000] {get_data.py:98} INFO - Opened bill HR 886
[2024-07-01T03:01:58.404+0000] {logging_mixin.py:188} INFO - An exception occurred 'rollcall-vote' Failed to save one or more votes for {bill_type} {bill_number}
[2024-07-01T03:01:58.590+0000] {logging_mixin.py:188} INFO - An exception occurred 'rollcall-vote' Failed to save one or more votes for {bill_type} {bill_number}
[2024-07-01T03:01:58.591+0000] {get_data.py:98} INFO - Opened bill HR 5076
[2024-07-01T03:01:58.592+0000] {get_data.py:98} INFO - Opened bill HR 3413
[2024-07-01T03:01:58.593+0000] {get_data.py:98} INFO - Opened bill HR 5062
[2024-07-01T03:01:58.593+0000] {get_data.py:98} INFO - Opened bill HR 892
[2024-07-01T03:01:58.594+0000] {get_data.py:98} INFO - Opened bill HR 1204
[2024-07-01T03:01:58.594+0000] {get_data.py:98} INFO - Opened bill HR 7675
[2024-07-01T03:01:58.595+0000] {get_data.py:98} INFO - Opened bill HR 8546
[2024-07-01T03:01:58.595+0000] {get_data.py:98} INFO - Opened bill HR 29
[2024-07-01T03:01:58.596+0000] {get_data.py:98} INFO - Opened bill HR 7113
[2024-07-01T03:01:58.596+0000] {get_data.py:98} INFO - Opened bill HR 8220
[2024-07-01T03:01:58.597+0000] {get_data.py:98} INFO - Opened bill HR 1562
[2024-07-01T03:01:58.597+0000] {get_data.py:98} INFO - Opened bill HR 5704
[2024-07-01T03:01:58.598+0000] {get_data.py:98} INFO - Opened bill HR 3375
[2024-07-01T03:01:58.599+0000] {get_data.py:98} INFO - Opened bill HR 4195
[2024-07-01T03:01:58.599+0000] {get_data.py:98} INFO - Opened bill HR 3822
[2024-07-01T03:01:58.600+0000] {get_data.py:98} INFO - Opened bill HR 6782
[2024-07-01T03:01:58.601+0000] {get_data.py:98} INFO - Opened bill HR 1953
[2024-07-01T03:01:58.601+0000] {get_data.py:98} INFO - Opened bill HR 2282
[2024-07-01T03:01:58.602+0000] {get_data.py:98} INFO - Opened bill HR 2296
[2024-07-01T03:01:58.603+0000] {get_data.py:98} INFO - Opened bill HR 3188
[2024-07-01T03:01:58.603+0000] {get_data.py:98} INFO - Opened bill HR 1947
[2024-07-01T03:01:58.604+0000] {get_data.py:98} INFO - Opened bill HR 6796
[2024-07-01T03:01:58.605+0000] {get_data.py:98} INFO - Opened bill HR 7488
[2024-07-01T03:01:58.605+0000] {get_data.py:98} INFO - Opened bill HR 4181
[2024-07-01T03:01:58.606+0000] {get_data.py:98} INFO - Opened bill HR 3836
[2024-07-01T03:01:58.606+0000] {get_data.py:98} INFO - Opened bill HR 8793
[2024-07-01T03:01:58.607+0000] {get_data.py:98} INFO - Opened bill HR 6966
[2024-07-01T03:01:58.608+0000] {get_data.py:98} INFO - Opened bill HR 4817
[2024-07-01T03:01:58.608+0000] {get_data.py:98} INFO - Opened bill HR 4803
[2024-07-01T03:01:58.609+0000] {get_data.py:98} INFO - Opened bill HR 8787
[2024-07-01T03:01:58.609+0000] {get_data.py:98} INFO - Opened bill HR 6972
[2024-07-01T03:01:58.610+0000] {get_data.py:98} INFO - Opened bill HR 6999
[2024-07-01T03:01:58.610+0000] {get_data.py:98} INFO - Opened bill HR 6741
[2024-07-01T03:01:58.611+0000] {get_data.py:98} INFO - Opened bill HR 5248
[2024-07-01T03:01:58.611+0000] {get_data.py:98} INFO - Opened bill HR 2527
[2024-07-01T03:01:58.612+0000] {get_data.py:98} INFO - Opened bill HR 3639
[2024-07-01T03:01:58.612+0000] {get_data.py:98} INFO - Opened bill HR 460
[2024-07-01T03:01:58.613+0000] {get_data.py:98} INFO - Opened bill HR 4156
[2024-07-01T03:01:58.613+0000] {get_data.py:98} INFO - Opened bill HR 4630
[2024-07-01T03:01:58.614+0000] {get_data.py:98} INFO - Opened bill HR 306
[2024-07-01T03:01:58.614+0000] {get_data.py:98} INFO - Opened bill HR 2241
[2024-07-01T03:01:58.615+0000] {get_data.py:98} INFO - Opened bill HR 6027
[2024-07-01T03:01:58.615+0000] {get_data.py:98} INFO - Opened bill HR 1748
[2024-07-01T03:01:58.616+0000] {get_data.py:98} INFO - Opened bill HR 7339
[2024-07-01T03:01:58.616+0000] {get_data.py:98} INFO - Opened bill HR 1990
[2024-07-01T03:01:58.617+0000] {get_data.py:98} INFO - Opened bill HR 6033
[2024-07-01T03:01:58.617+0000] {get_data.py:98} INFO - Opened bill HR 1984
[2024-07-01T03:01:58.618+0000] {get_data.py:98} INFO - Opened bill HR 4624
[2024-07-01T03:01:58.618+0000] {get_data.py:98} INFO - Opened bill HR 312
[2024-07-01T03:01:58.619+0000] {get_data.py:98} INFO - Opened bill HR 2255
[2024-07-01T03:01:58.619+0000] {get_data.py:98} INFO - Opened bill HR 2533
[2024-07-01T03:01:58.619+0000] {get_data.py:98} INFO - Opened bill HR 474
[2024-07-01T03:01:58.620+0000] {get_data.py:98} INFO - Opened bill HR 4142
[2024-07-01T03:01:58.620+0000] {get_data.py:98} INFO - Opened bill HR 8778
[2024-07-01T03:01:58.621+0000] {get_data.py:98} INFO - Opened bill HR 6755
[2024-07-01T03:01:58.621+0000] {get_data.py:98} INFO - Opened bill HR 5274
[2024-07-01T03:01:58.622+0000] {get_data.py:98} INFO - Opened bill HR 3605
[2024-07-01T03:01:58.640+0000] {get_data.py:98} INFO - Opened bill HR 6706
[2024-07-01T03:01:58.641+0000] {get_data.py:98} INFO - Opened bill HR 1069
[2024-07-01T03:01:58.641+0000] {get_data.py:98} INFO - Opened bill HR 2560
[2024-07-01T03:01:58.993+0000] {get_data.py:98} INFO - Opened bill HR 4111
[2024-07-01T03:01:58.993+0000] {get_data.py:98} INFO - Opened bill HR 427
[2024-07-01T03:01:58.993+0000] {get_data.py:98} INFO - Opened bill HR 341
[2024-07-01T03:01:58.994+0000] {get_data.py:98} INFO - Opened bill HR 3118
[2024-07-01T03:01:58.994+0000] {get_data.py:98} INFO - Opened bill HR 4677
[2024-07-01T03:01:58.994+0000] {get_data.py:98} INFO - Opened bill HR 5569
[2024-07-01T03:01:58.994+0000] {get_data.py:98} INFO - Opened bill HR 2206
[2024-07-01T03:01:58.994+0000] {get_data.py:98} INFO - Opened bill HR 6060
[2024-07-01T03:01:58.994+0000] {get_data.py:98} INFO - Opened bill HR 6074
[2024-07-01T03:01:58.995+0000] {get_data.py:98} INFO - Opened bill HR 8059
[2024-07-01T03:01:58.995+0000] {get_data.py:98} INFO - Opened bill HR 355
[2024-07-01T03:01:58.995+0000] {get_data.py:98} INFO - Opened bill HR 4663
[2024-07-01T03:01:58.995+0000] {get_data.py:98} INFO - Opened bill HR 2212
[2024-07-01T03:01:58.995+0000] {get_data.py:98} INFO - Opened bill HR 2574
[2024-07-01T03:01:58.995+0000] {get_data.py:98} INFO - Opened bill HR 4105
[2024-07-01T03:01:58.995+0000] {get_data.py:98} INFO - Opened bill HR 433
[2024-07-01T03:01:58.996+0000] {get_data.py:98} INFO - Opened bill HR 6712
[2024-07-01T03:01:58.996+0000] {get_data.py:98} INFO - Opened bill HR 5526
[2024-07-01T03:01:58.996+0000] {get_data.py:98} INFO - Opened bill HR 2249
[2024-07-01T03:01:58.996+0000] {get_data.py:98} INFO - Opened bill HR 3157
[2024-07-01T03:01:58.996+0000] {get_data.py:98} INFO - Opened bill HR 4638
[2024-07-01T03:01:58.996+0000] {get_data.py:98} INFO - Opened bill HR 7331
[2024-07-01T03:01:58.996+0000] {get_data.py:98} INFO - Opened bill HR 1998
[2024-07-01T03:01:58.996+0000] {get_data.py:98} INFO - Opened bill HR 8002
[2024-07-01T03:01:58.996+0000] {get_data.py:98} INFO - Opened bill HR 1740
[2024-07-01T03:01:58.997+0000] {get_data.py:98} INFO - Opened bill HR 6749
[2024-07-01T03:01:58.997+0000] {get_data.py:98} INFO - Opened bill HR 1026
[2024-07-01T03:01:58.997+0000] {get_data.py:98} INFO - Opened bill HR 6991
[2024-07-01T03:01:58.997+0000] {get_data.py:98} INFO - Opened bill HR 7457
[2024-07-01T03:01:58.997+0000] {get_data.py:98} INFO - Opened bill HR 8764
[2024-07-01T03:01:58.997+0000] {get_data.py:98} INFO - Opened bill HR 3631
[2024-07-01T03:01:58.997+0000] {get_data.py:98} INFO - Opened bill HR 468
[2024-07-01T03:01:58.997+0000] {get_data.py:98} INFO - Opened bill HR 5240
[2024-07-01T03:01:58.998+0000] {get_data.py:98} INFO - Opened bill HR 3625
[2024-07-01T03:01:58.998+0000] {get_data.py:98} INFO - Opened bill HR 5254
[2024-07-01T03:01:58.998+0000] {get_data.py:98} INFO - Opened bill HR 1032
[2024-07-01T03:01:58.998+0000] {get_data.py:98} INFO - Opened bill HR 6985
[2024-07-01T03:01:58.998+0000] {get_data.py:98} INFO - Opened bill HR 7443
[2024-07-01T03:01:58.998+0000] {get_data.py:98} INFO - Opened bill HR 8770
[2024-07-01T03:01:58.998+0000] {get_data.py:98} INFO - Opened bill HR 7325
[2024-07-01T03:01:58.998+0000] {get_data.py:98} INFO - Opened bill HR 8016
[2024-07-01T03:01:58.999+0000] {get_data.py:98} INFO - Opened bill HR 1754
[2024-07-01T03:01:58.999+0000] {get_data.py:98} INFO - Opened bill HR 5532
[2024-07-01T03:01:58.999+0000] {get_data.py:98} INFO - Opened bill HR 3143
[2024-07-01T03:01:58.999+0000] {get_data.py:98} INFO - Opened bill HR 6013
[2024-07-01T03:01:58.999+0000] {get_data.py:98} INFO - Opened bill HR 2275
[2024-07-01T03:01:58.999+0000] {get_data.py:98} INFO - Opened bill HR 332
[2024-07-01T03:01:58.999+0000] {get_data.py:98} INFO - Opened bill HR 4604
[2024-07-01T03:01:59.000+0000] {get_data.py:98} INFO - Opened bill HR 4162
[2024-07-01T03:01:59.000+0000] {get_data.py:98} INFO - Opened bill HR 454
[2024-07-01T03:01:59.000+0000] {get_data.py:98} INFO - Opened bill HR 2513
[2024-07-01T03:01:59.000+0000] {get_data.py:98} INFO - Opened bill HR 6775
[2024-07-01T03:01:59.000+0000] {get_data.py:98} INFO - Opened bill HR 8758
[2024-07-01T03:01:59.000+0000] {get_data.py:98} INFO - Opened bill HR 6761
[2024-07-01T03:01:59.000+0000] {get_data.py:98} INFO - Opened bill HR 4176
[2024-07-01T03:01:59.001+0000] {get_data.py:98} INFO - Opened bill HR 440
[2024-07-01T03:01:59.001+0000] {get_data.py:98} INFO - Opened bill HR 3619
[2024-07-01T03:01:59.001+0000] {get_data.py:98} INFO - Opened bill HR 2507
[2024-07-01T03:01:59.001+0000] {get_data.py:98} INFO - Opened bill HR 5268
[2024-07-01T03:01:59.001+0000] {get_data.py:98} INFO - Opened bill HR 2261
[2024-07-01T03:01:59.001+0000] {get_data.py:98} INFO - Opened bill HR 326
[2024-07-01T03:01:59.001+0000] {get_data.py:98} INFO - Opened bill HR 4610
[2024-07-01T03:01:59.001+0000] {get_data.py:98} INFO - Opened bill HR 7319
[2024-07-01T03:01:59.002+0000] {get_data.py:98} INFO - Opened bill HR 1768
[2024-07-01T03:01:59.002+0000] {get_data.py:98} INFO - Opened bill HR 6007
[2024-07-01T03:01:59.002+0000] {get_data.py:98} INFO - Opened bill HR 1783
[2024-07-01T03:01:59.002+0000] {get_data.py:98} INFO - Opened bill HR 3194
[2024-07-01T03:01:59.002+0000] {get_data.py:98} INFO - Opened bill HR 4823
[2024-07-01T03:01:59.002+0000] {get_data.py:98} INFO - Opened bill HR 5283
[2024-07-01T03:01:59.416+0000] {get_data.py:98} INFO - Opened bill HR 6952
[2024-07-01T03:01:59.417+0000] {get_data.py:98} INFO - Opened bill HR 7494
[2024-07-01T03:01:59.417+0000] {get_data.py:98} INFO - Opened bill HR 6946
[2024-07-01T03:01:59.418+0000] {get_data.py:98} INFO - Opened bill HR 7480
[2024-07-01T03:01:59.418+0000] {get_data.py:98} INFO - Opened bill HR 5297
[2024-07-01T03:01:59.419+0000] {get_data.py:98} INFO - Opened bill HR 4189
[2024-07-01T03:01:59.419+0000] {get_data.py:98} INFO - Opened bill HR 3180
[2024-07-01T03:01:59.420+0000] {get_data.py:98} INFO - Opened bill HR 4837
[2024-07-01T03:01:59.421+0000] {get_data.py:98} INFO - Opened bill HR 1797
[2024-07-01T03:01:59.889+0000] {get_data.py:98} INFO - Opened bill HR 1967
[2024-07-01T03:01:59.889+0000] {get_data.py:98} INFO - Opened bill HR 3816
[2024-07-01T03:01:59.890+0000] {get_data.py:98} INFO - Opened bill HR 497
[2024-07-01T03:02:00.082+0000] {logging_mixin.py:188} INFO - An exception occurred 'rollcall-vote' Failed to save one or more votes for {bill_type} {bill_number}
[2024-07-01T03:02:00.325+0000] {logging_mixin.py:188} INFO - An exception occurred 'rollcall-vote' Failed to save one or more votes for {bill_type} {bill_number}
[2024-07-01T03:02:00.562+0000] {logging_mixin.py:188} INFO - An exception occurred 'rollcall-vote' Failed to save one or more votes for {bill_type} {bill_number}
[2024-07-01T03:02:00.563+0000] {get_data.py:98} INFO - Opened bill HR 3802
[2024-07-01T03:02:00.563+0000] {get_data.py:98} INFO - Opened bill HR 483
[2024-07-01T03:02:00.564+0000] {get_data.py:98} INFO - Opened bill HR 1973
[2024-07-01T03:02:00.564+0000] {get_data.py:98} INFO - Opened bill HR 5042
[2024-07-01T03:02:00.564+0000] {get_data.py:98} INFO - Opened bill HR 3433
[2024-07-01T03:02:00.565+0000] {get_data.py:98} INFO - Opened bill HR 8566
[2024-07-01T03:02:00.565+0000] {get_data.py:98} INFO - Opened bill HR 7655
[2024-07-01T03:02:00.565+0000] {get_data.py:98} INFO - Opened bill HR 1224
[2024-07-01T03:02:00.566+0000] {get_data.py:98} INFO - Opened bill HR 1542
[2024-07-01T03:02:00.566+0000] {get_data.py:98} INFO - Opened bill HR 8200
[2024-07-01T03:02:00.566+0000] {get_data.py:98} INFO - Opened bill HR 7133
[2024-07-01T03:02:00.566+0000] {get_data.py:98} INFO - Opened bill HR 3355
[2024-07-01T03:02:00.566+0000] {get_data.py:98} INFO - Opened bill HR 5724
[2024-07-01T03:02:00.567+0000] {get_data.py:98} INFO - Opened bill HR 118
[2024-07-01T03:02:00.567+0000] {get_data.py:98} INFO - Opened bill HR 3341
[2024-07-01T03:02:00.567+0000] {get_data.py:98} INFO - Opened bill HR 5730
[2024-07-01T03:02:00.567+0000] {get_data.py:98} INFO - Opened bill HR 6239
[2024-07-01T03:02:00.567+0000] {get_data.py:98} INFO - Opened bill HR 1556
[2024-07-01T03:02:00.567+0000] {get_data.py:98} INFO - Opened bill HR 8214
[2024-07-01T03:02:00.568+0000] {get_data.py:98} INFO - Opened bill HR 7127
[2024-07-01T03:02:00.568+0000] {get_data.py:98} INFO - Opened bill HR 8572
[2024-07-01T03:02:00.568+0000] {get_data.py:98} INFO - Opened bill HR 7641
[2024-07-01T03:02:00.568+0000] {get_data.py:98} INFO - Opened bill HR 1230
[2024-07-01T03:02:00.569+0000] {get_data.py:98} INFO - Opened bill HR 7899
[2024-07-01T03:02:00.569+0000] {get_data.py:98} INFO - Opened bill HR 5056
[2024-07-01T03:02:00.569+0000] {get_data.py:98} INFO - Opened bill HR 2739
[2024-07-01T03:02:00.569+0000] {get_data.py:98} INFO - Opened bill HR 3427
[2024-07-01T03:02:00.569+0000] {get_data.py:98} INFO - Opened bill HR 4348
[2024-07-01T03:02:00.570+0000] {get_data.py:98} INFO - Opened bill HR 7669
[2024-07-01T03:02:00.570+0000] {get_data.py:98} INFO - Opened bill HR 35
[2024-07-01T03:02:00.570+0000] {get_data.py:98} INFO - Opened bill HR 1218
[2024-07-01T03:02:00.570+0000] {get_data.py:98} INFO - Opened bill HR 6577
[2024-07-01T03:02:00.570+0000] {get_data.py:98} INFO - Opened bill HR 2711
[2024-07-01T03:02:00.570+0000] {get_data.py:98} INFO - Opened bill HR 656
[2024-07-01T03:02:00.571+0000] {get_data.py:98} INFO - Opened bill HR 4360
[2024-07-01T03:02:00.571+0000] {get_data.py:98} INFO - Opened bill HR 4406
[2024-07-01T03:02:00.571+0000] {get_data.py:98} INFO - Opened bill HR 3369
[2024-07-01T03:02:00.571+0000] {get_data.py:98} INFO - Opened bill HR 130
[2024-07-01T03:02:00.571+0000] {get_data.py:98} INFO - Opened bill HR 2077
[2024-07-01T03:02:00.571+0000] {get_data.py:98} INFO - Opened bill HR 5718
[2024-07-01T03:02:00.572+0000] {get_data.py:98} INFO - Opened bill HR 6211
[2024-07-01T03:02:00.572+0000] {get_data.py:98} INFO - Opened bill HR 6205
[2024-07-01T03:02:00.572+0000] {get_data.py:98} INFO - Opened bill HR 8228
[2024-07-01T03:02:00.572+0000] {get_data.py:98} INFO - Opened bill HR 4412
[2024-07-01T03:02:00.572+0000] {get_data.py:98} INFO - Opened bill HR 124
[2024-07-01T03:02:00.572+0000] {get_data.py:98} INFO - Opened bill HR 2063
[2024-07-01T03:02:00.573+0000] {get_data.py:98} INFO - Opened bill HR 2705
[2024-07-01T03:02:00.573+0000] {get_data.py:98} INFO - Opened bill HR 642
[2024-07-01T03:02:00.573+0000] {get_data.py:98} INFO - Opened bill HR 4374
[2024-07-01T03:02:00.575+0000] {get_data.py:98} INFO - Opened bill HR 21
[2024-07-01T03:02:00.740+0000] {logging_mixin.py:188} INFO - An exception occurred 'rollcall-vote' Failed to save one or more votes for {bill_type} {bill_number}
[2024-07-01T03:02:00.904+0000] {logging_mixin.py:188} INFO - An exception occurred 'rollcall-vote' Failed to save one or more votes for {bill_type} {bill_number}
[2024-07-01T03:02:00.905+0000] {get_data.py:98} INFO - Opened bill HR 6563
[2024-07-01T03:02:00.905+0000] {get_data.py:98} INFO - Opened bill HR 6588
[2024-07-01T03:02:00.905+0000] {get_data.py:98} INFO - Opened bill HR 7696
[2024-07-01T03:02:00.906+0000] {get_data.py:98} INFO - Opened bill HR 2936
[2024-07-01T03:02:00.906+0000] {get_data.py:98} INFO - Opened bill HR 5081
[2024-07-01T03:02:00.906+0000] {get_data.py:98} INFO - Opened bill HR 871
[2024-07-01T03:02:00.906+0000] {get_data.py:98} INFO - Opened bill HR 2088
[2024-07-01T03:02:00.907+0000] {get_data.py:98} INFO - Opened bill HR 3396
[2024-07-01T03:02:00.907+0000] {get_data.py:98} INFO - Opened bill HR 1581
[2024-07-01T03:02:00.907+0000] {get_data.py:98} INFO - Opened bill HR 1595
[2024-07-01T03:02:00.908+0000] {get_data.py:98} INFO - Opened bill HR 3382
[2024-07-01T03:02:00.908+0000] {get_data.py:98} INFO - Opened bill HR 2922
[2024-07-01T03:02:00.908+0000] {get_data.py:98} INFO - Opened bill HR 865
[2024-07-01T03:02:00.908+0000] {get_data.py:98} INFO - Opened bill HR 5095
[2024-07-01T03:02:00.909+0000] {get_data.py:98} INFO - Opened bill HR 7682
[2024-07-01T03:02:00.909+0000] {get_data.py:98} INFO - Opened bill HR 695
[2024-07-01T03:02:00.909+0000] {get_data.py:98} INFO - Opened bill HR 7872
[2024-07-01T03:02:00.909+0000] {get_data.py:98} INFO - Opened bill HR 8599
[2024-07-01T03:02:00.909+0000] {get_data.py:98} INFO - Opened bill HR 5903
[2024-07-01T03:02:00.910+0000] {get_data.py:98} INFO - Opened bill HR 5917
[2024-07-01T03:02:01.714+0000] {get_data.py:98} INFO - Opened bill HR 7866
[2024-07-01T03:02:01.715+0000] {get_data.py:98} INFO - Opened bill HR 681
[2024-07-01T03:02:01.715+0000] {get_data.py:98} INFO - Opened bill HR 859
[2024-07-01T03:02:01.716+0000] {get_data.py:98} INFO - Opened bill HR 4228
[2024-07-01T03:02:01.716+0000] {get_data.py:98} INFO - Opened bill HR 2881
[2024-07-01T03:02:01.716+0000] {get_data.py:98} INFO - Opened bill HR 3547
[2024-07-01T03:02:01.716+0000] {get_data.py:98} INFO - Opened bill HR 2659
[2024-07-01T03:02:01.717+0000] {get_data.py:98} INFO - Opened bill HR 5136
[2024-07-01T03:02:01.717+0000] {get_data.py:98} INFO - Opened bill HR 1350
[2024-07-01T03:02:01.717+0000] {get_data.py:98} INFO - Opened bill HR 8412
[2024-07-01T03:02:01.717+0000] {get_data.py:98} INFO - Opened bill HR 7721
[2024-07-01T03:02:01.718+0000] {get_data.py:98} INFO - Opened bill HR 8374
[2024-07-01T03:02:01.718+0000] {get_data.py:98} INFO - Opened bill HR 7047
[2024-07-01T03:02:01.718+0000] {get_data.py:98} INFO - Opened bill HR 1436
[2024-07-01T03:02:01.718+0000] {get_data.py:98} INFO - Opened bill HR 6359
[2024-07-01T03:02:01.719+0000] {get_data.py:98} INFO - Opened bill HR 5650
[2024-07-01T03:02:01.719+0000] {get_data.py:98} INFO - Opened bill HR 5888
[2024-07-01T03:02:01.719+0000] {get_data.py:98} INFO - Opened bill HR 3221
[2024-07-01T03:02:01.719+0000] {get_data.py:98} INFO - Opened bill HR 5644
[2024-07-01T03:02:01.719+0000] {get_data.py:98} INFO - Opened bill HR 3235
[2024-07-01T03:02:01.720+0000] {get_data.py:98} INFO - Opened bill HR 8360
[2024-07-01T03:02:01.720+0000] {get_data.py:98} INFO - Opened bill HR 7053
[2024-07-01T03:02:01.720+0000] {get_data.py:98} INFO - Opened bill HR 1422
[2024-07-01T03:02:01.720+0000] {get_data.py:98} INFO - Opened bill HR 1344
[2024-07-01T03:02:01.720+0000] {get_data.py:98} INFO - Opened bill HR 8406
[2024-07-01T03:02:01.721+0000] {get_data.py:98} INFO - Opened bill HR 7735
[2024-07-01T03:02:01.721+0000] {get_data.py:98} INFO - Opened bill HR 2895
[2024-07-01T03:02:01.721+0000] {get_data.py:98} INFO - Opened bill HR 3553
[2024-07-01T03:02:01.722+0000] {get_data.py:98} INFO - Opened bill HR 5122
[2024-07-01T03:02:01.722+0000] {get_data.py:98} INFO - Opened bill HR 6403
[2024-07-01T03:02:01.722+0000] {get_data.py:98} INFO - Opened bill HR 4214
[2024-07-01T03:02:01.723+0000] {get_data.py:98} INFO - Opened bill HR 722
[2024-07-01T03:02:01.723+0000] {get_data.py:98} INFO - Opened bill HR 2665
[2024-07-01T03:02:01.723+0000] {get_data.py:98} INFO - Opened bill HR 2103
[2024-07-01T03:02:01.724+0000] {get_data.py:98} INFO - Opened bill HR 4572
[2024-07-01T03:02:01.724+0000] {get_data.py:98} INFO - Opened bill HR 8348
[2024-07-01T03:02:01.724+0000] {get_data.py:98} INFO - Opened bill HR 6365
[2024-07-01T03:02:01.725+0000] {get_data.py:98} INFO - Opened bill HR 6371
[2024-07-01T03:02:01.725+0000] {get_data.py:98} INFO - Opened bill HR 5678
[2024-07-01T03:02:01.725+0000] {get_data.py:98} INFO - Opened bill HR 2117
[2024-07-01T03:02:01.726+0000] {get_data.py:98} INFO - Opened bill HR 3209
[2024-07-01T03:02:01.726+0000] {get_data.py:98} INFO - Opened bill HR 4566
[2024-07-01T03:02:01.726+0000] {get_data.py:98} INFO - Opened bill HR 4200
[2024-07-01T03:02:01.726+0000] {get_data.py:98} INFO - Opened bill HR 736
[2024-07-01T03:02:01.727+0000] {get_data.py:98} INFO - Opened bill HR 2671
[2024-07-01T03:02:01.727+0000] {get_data.py:98} INFO - Opened bill HR 6417
[2024-07-01T03:02:01.727+0000] {get_data.py:98} INFO - Opened bill HR 1378
[2024-07-01T03:02:01.728+0000] {get_data.py:98} INFO - Opened bill HR 7709
[2024-07-01T03:02:01.728+0000] {get_data.py:98} INFO - Opened bill HR 1393
[2024-07-01T03:02:01.728+0000] {get_data.py:98} INFO - Opened bill HR 905
[2024-07-01T03:02:01.728+0000] {get_data.py:98} INFO - Opened bill HR 2842
[2024-07-01T03:02:01.729+0000] {get_data.py:98} INFO - Opened bill HR 3584
[2024-07-01T03:02:01.729+0000] {get_data.py:98} INFO - Opened bill HR 5693
[2024-07-01T03:02:01.729+0000] {get_data.py:98} INFO - Opened bill HR 7084
[2024-07-01T03:02:01.729+0000] {get_data.py:98} INFO - Opened bill HR 7090
[2024-07-01T03:02:01.730+0000] {get_data.py:98} INFO - Opened bill HR 4599
[2024-07-01T03:02:01.730+0000] {get_data.py:98} INFO - Opened bill HR 5687
[2024-07-01T03:02:01.730+0000] {get_data.py:98} INFO - Opened bill HR 911
[2024-07-01T03:02:01.730+0000] {get_data.py:98} INFO - Opened bill HR 2856
[2024-07-01T03:02:01.731+0000] {get_data.py:98} INFO - Opened bill HR 3590
[2024-07-01T03:02:01.731+0000] {get_data.py:98} INFO - Opened bill HR 1387
[2024-07-01T03:02:01.731+0000] {get_data.py:98} INFO - Opened bill HR 939
[2024-07-01T03:02:01.731+0000] {get_data.py:98} INFO - Opened bill HR 7906
[2024-07-01T03:02:01.732+0000] {get_data.py:98} INFO - Opened bill HR 5877
[2024-07-01T03:02:01.732+0000] {get_data.py:98} INFO - Opened bill HR 5863
[2024-07-01T03:02:02.209+0000] {get_data.py:98} INFO - Opened bill HR 7912
[2024-07-01T03:02:02.210+0000] {get_data.py:98} INFO - Opened bill HR 3023
[2024-07-01T03:02:02.210+0000] {get_data.py:98} INFO - Opened bill HR 4994
[2024-07-01T03:02:02.211+0000] {get_data.py:98} INFO - Opened bill HR 5452
[2024-07-01T03:02:02.212+0000] {get_data.py:98} INFO - Opened bill HR 1634
[2024-07-01T03:02:02.212+0000] {get_data.py:98} INFO - Opened bill HR 7245
[2024-07-01T03:02:02.212+0000] {get_data.py:98} INFO - Opened bill HR 8176
[2024-07-01T03:02:02.213+0000] {get_data.py:98} INFO - Opened bill HR 7523
[2024-07-01T03:02:02.213+0000] {get_data.py:98} INFO - Opened bill HR 8610
[2024-07-01T03:02:02.214+0000] {get_data.py:98} INFO - Opened bill HR 1152
[2024-07-01T03:02:02.214+0000] {get_data.py:98} INFO - Opened bill HR 5334
[2024-07-01T03:02:02.215+0000] {get_data.py:98} INFO - Opened bill HR 3745
[2024-07-01T03:02:02.215+0000] {get_data.py:98} INFO - Opened bill HR 3989
[2024-07-01T03:02:02.216+0000] {get_data.py:98} INFO - Opened bill HR 5320
[2024-07-01T03:02:02.216+0000] {get_data.py:98} INFO - Opened bill HR 3751
[2024-07-01T03:02:02.217+0000] {get_data.py:98} INFO - Opened bill HR 508
[2024-07-01T03:02:02.217+0000] {get_data.py:98} INFO - Opened bill HR 7537
[2024-07-01T03:02:02.217+0000] {get_data.py:98} INFO - Opened bill HR 8604
[2024-07-01T03:02:02.218+0000] {get_data.py:98} INFO - Opened bill HR 1146
[2024-07-01T03:02:02.218+0000] {get_data.py:98} INFO - Opened bill HR 6629
[2024-07-01T03:02:02.219+0000] {get_data.py:98} INFO - Opened bill HR 1620
